subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/7/2022,8/24/2022,8/26/2022,YouGov,B+,1854,lv,.35632524,.00802553,45,47,44.781726,50.272985,"","",https://www.cbsnews.com/news/gop-house-seat-lead-biden-approval-opinion-poll-2022-08-28/,79866,160038,8/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/25/2022,8/27/2022,Morning Consult,B,8685,lv,.04903372,.00098652,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79955,160288,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/22/2022,8/29/2022,SurveyMonkey,C,20799,a,1.2712725,.05167774,39,38,41.54737,40.562917,"","",https://19thnews.org/2022/09/poll-americans-abortion-law-politicians/,80653,161407,9/15/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/26/2022,8/28/2022,Morning Consult,B,2007,rv,.04266664,.00094244,47,42,46.146218,42.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/08/31061407/2208180_crosstabs_POLITICO_RVs_v1_08-31-22_SH.pdf,79883,160085,8/31/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/25/2022,8/29/2022,Quinnipiac University,A-,1419,rv,1.2409881,.04543335,47,43,46.508312,42.127048,"","",https://poll.qu.edu/poll-release?releaseid=3854,79893,160178,8/31/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/26/2022,8/28/2022,Morning Consult,B,9177,lv,.05050115,.00111549,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79956,160289,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/27/2022,8/29/2022,Morning Consult,B,9546,lv,.05174847,.00124318,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79957,160290,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/28/2022,8/30/2022,YouGov,B+,1342,rv,.32402493,.01025229,46.4,37.7,46.181726,40.972985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,79884,160086,8/31/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/28/2022,8/30/2022,Trafalgar Group,A-,1084,lv,.89284637,.03827817,41.4,47.2,43.000621,44.075686,"","",https://www.thetrafalgargroup.org/wp-content/uploads/2022/08/TRF-Generic-Ballot-0831-Poll-Report.pdf,79894,160184,8/31/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/28/2022,8/30/2022,Morning Consult,B,9377,lv,.05183046,.00134294,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79958,160291,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/26/2022,8/31/2022,Navigator Research,B/C,1000,rv,.60886004,.02642537,48,43,46.204817,43.721962,"","",https://navigatorresearch.org/wp-content/uploads/2022/09/Navigator-Toplines-09.01.2022.pdf,79932,160379,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/28/2022,9/1/2022,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.40915889,.01384803,42,47,44.629948,44.630565,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_sep02,79923,160226,9/2/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/29/2022,8/31/2022,Morning Consult,B,9039,lv,.05149937,.00143145,47,45,46.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79959,160292,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/30/2022,9/1/2022,Morning Consult,B,8724,lv,.05119974,.00151901,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79960,160293,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/29/2022,9/1/2022,Marist College,A,1151,rv,1.3444662,.07171469,48,44,46.590646,44.831767,"","",https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-the-2022-midterm-elections-sep-2022/,79980,160378,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/1/2022,9/1/2022,InsiderAdvantage,B,500,lv,.73975836,.03807403,44.7,43.5,45.524513,41.584835,"","",https://amgreatness.com/2022/09/06/joe-bidens-approval-rating-surges-to-45-percent-in-new-insider-advantage-poll/,79935,160242,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/31/2022,9/2/2022,Morning Consult,B,8631,lv,.05134568,.00162099,47,45,46.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79961,160294,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/1/2022,9/3/2022,Morning Consult,B,8731,lv,.05192302,.00173874,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79962,160295,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/1/2022,9/3/2022,OnMessage,B/C,800,lv,.50157228,.02636854,44,46,44.289226,45.006202,"","",https://senopportunity.org/wp-content/uploads/2022/09/2022-09-31-PUBLIC-DECK-National-SOF.pdf,79937,160245,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/2/2022,9/4/2022,Morning Consult,B,8909,lv,.05264083,.00186537,47,45,46.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79963,160296,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/2/2022,9/6/2022,YouGov,B+,1244,rv,.32528498,.01460169,45,40,44.781726,43.272985,"","",https://news.yahoo.com/poll-democrats-lead-republicans-among-those-who-say-theyll-definitely-vote-in-midterms-221434935.html,79964,160297,9/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/3/2022,9/5/2022,Morning Consult,B,7947,lv,.05061229,.00189092,47,45,46.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80589,161137,9/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/31/2022,9/7/2022,Echelon Insights,B/C,1228,lv,.62643176,.03562331,46,46,43.870569,45.673985,"","",https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,80599,161160,9/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/4/2022,9/6/2022,Morning Consult,B,7947,lv,.05093484,.00200125,47,44,46.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80590,161138,9/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/3/2022,9/6/2022,YouGov,B+,1337,rv,.33614774,.01584565,44.2,37.5,43.981726,40.772985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,79971,160343,9/7/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/4/2022,9/8/2022,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.42202817,.02090964,42,46,44.629948,43.630565,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_sep09,80569,161009,9/9/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/1/2022,9/11/2022,Public Religion Research Institute,A/B,,rv,1.2236533,.10445821,37,36,40.202597,40.927848,"","",https://www.prri.org/research/challenges-in-moving-toward-a-more-inclusive-democracy-findings-from-the-2022-american-values-survey/,81295,164195,10/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/5/2022,9/7/2022,Morning Consult,B,7947,lv,.05122316,.0021131,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80591,161139,9/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/6/2022,9/8/2022,Morning Consult,B,7947,lv,.05151438,.00222643,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80592,161140,9/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/29/2022,9/15/2022,Data for Progress,B,4258,lv,.77471075,.04685025,45,47,44.705512,44.980782,"","",https://www.dataforprogress.org/generic-congressional-ballot,80663,161458,9/16/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/6/2022,9/7/2022,Ipsos,B-,1003,a,.2700183,.01585854,36,34,40.259316,40.498069,"","",https://www.ipsos.com/en-us/news-polls/americans-bidens-speech-further-divide-country,79979,161019,9/9/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/6/2022,9/8/2022,Cor Services,"",534,lv,.62074476,.04985032,44,45,45.375288,44.609111,"","",https://excellenceinpolling.com/public_poll/2022-national-quarter-3-tracking-poll/,80913,162768,10/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/7/2022,9/9/2022,Big Village,B,857,rv,.59263023,.03593768,45.9,40.6,44.519525,42.024192,"","",https://big-village.com/public-opinion-polling/,80577,161028,9/12/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/7/2022,9/8/2022,Harris Poll,B+,1854,rv,1.164055,.08429426,51,49,47.852657,45.057215,"","",https://harvardharrispoll.com/key-results-september/,80586,161113,9/12/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/7/2022,9/9/2022,Trafalgar Group,A-,1081,lv,.88862712,.0654967,42.2,47.9,43.800621,44.775686,"","",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/TRF-National-Opinion-Poll-Report-0912.pdf,80581,161104,9/12/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/7/2022,9/9/2022,Morning Consult,B,7947,lv,.05177195,.00234143,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80593,161141,9/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/7/2022,9/9/2022,TIPP Insights,A+,1145,rv,1.478139,.12845667,48,46,47.864169,46.127941,"","",https://tippinsights.com/trump-suffers-zero-electoral-fallout-from-fbis-mar-a-lago-raid-i-i-tipp-poll/,80803,162437,9/26/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/8/2022,9/10/2022,Morning Consult,B,7947,lv,.05197121,.00245818,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80594,161142,9/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/6/2022,9/14/2022,Siena College/The New York Times Upshot,A+,1399,lv,1.6544113,.16023821,47,46,46.75225,45.230441,"","","",80661,163423,10/17/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/9/2022,9/11/2022,The Winston Group,A/B,1000,rv,1.1848921,.10341119,45,45,44.167518,44.963342,"","",https://www.winningtheissues.org/wp-content/uploads/2022/09/Winning-the-Issues-September-2022-National-Survey.pdf,80794,162124,9/24/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/8/2022,9/11/2022,Navigator Research,B/C,1001,rv,.52369616,.04416384,48,42,46.204817,42.721962,"","",https://navigatorresearch.org/wp-content/uploads/2022/09/Navigator-Toplines-09.12.2022.pdf,80651,161854,9/22/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/7/2022,9/12/2022,Ipsos,B-,4411,a,.46422462,.03167372,37,34,41.259316,40.498069,"","",https://www.ipsos.com/en-us/news-polls/americans-continue-to-feel-economic-pressure-with-inflation-remaining-top-issue,81416,164543,11/1/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/9/2022,9/11/2022,Morning Consult,B,2006,rv,.04671344,.00230556,47,42,46.146218,42.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/09/13132410/2209050_crosstabs_POLITICO_RVs_v1_09-14-22_SH.pdf,80624,161304,9/14/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/9/2022,9/11/2022,Morning Consult,B,8384,lv,.05333859,.00263255,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80595,161143,9/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/9/2022,9/13/2022,Hart Research Associates/Public Opinion Strategies,B+,1000,rv,.94419848,.07588792,46,46,45.250296,45.014756,"","",https://www.nbcnews.com/meet-the-press/first-read/poll-abortion-trump-boost-midterm-prospects-democrats-rcna48173,80675,161482,9/18/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/10/2022,9/12/2022,Morning Consult,B,7947,lv,.05251452,.00269791,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80693,161656,9/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/7/2022,9/14/2022,Marquette University Law School,A/B,1282,rv,1.636923,.17300813,47,41,46.300147,42.171591,"","",https://law.marquette.edu/poll/wp-content/uploads/2022/09/MLSPSC10PressRelease_NationalIssues.pdf,80724,161910,9/22/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/9/2022,9/12/2022,Beacon Research/Shaw & Company Research,A,1201,rv,1.3122716,.11808851,44,41,44.967048,41.415225,"","",https://www.foxnews.com/official-polls/fox-news-poll-inflation-abortion-motivating-voter-turnout,80634,161378,9/14/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/11/2022,9/13/2022,Morning Consult,B,7947,lv,.05279239,.00282117,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80694,161657,9/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/9/2022,9/15/2022,GQR,B,1000,rv,1.0589122,.09773013,50,47,47.761816,45.244319,"","",https://democracycorps.com/national-surveys/winning-a-cost-of-living-election/,80728,161836,9/21/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/10/2022,9/13/2022,YouGov,B+,1307,rv,.34979242,.02152884,43.2,39.3,42.981726,42.572985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,80627,161305,9/14/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/12/2022,9/13/2022,Ipsos,B-,,lv,.24985102,.02031389,42,43,46.259316,49.498069,"","",https://www.ipsos.com/en-us/news-polls/likely-voters-split-between-both-parties-as-many-americans-dont-know-who-they-will-vote-for-or-wont-vote,80616,165248,11/7/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/11/2022,9/15/2022,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.43783474,.03021534,42,43,44.629948,40.630565,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_sep16,80664,161459,9/16/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/6/2022,9/19/2022,Ipsos,B-,930,lv,.24270738,.01973309,41,41,45.259316,47.498069,"","",https://fivethirtyeight.com/features/ipsos-preelection-survey-likely-voters/,80858,164318,10/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/12/2022,9/14/2022,Morning Consult,B,7947,lv,.05307395,.00315117,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80695,161658,9/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/12/2022,9/15/2022,OnMessage,B/C,1600,lv,.71656403,.07174396,43,46,43.289226,45.006202,"","",https://senopportunity.org/wp-content/uploads/2022/09/2022-09-32-PUBLIC-DECK-National-SOF.pdf,80706,161719,9/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/13/2022,9/15/2022,Morning Consult,B,7947,lv,.05335565,.00354996,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80696,161659,9/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/14/2022,9/16/2022,Cygnal,B+,5196,lv,1.3855977,.1418745,47.1,46.9,45.877311,45.084289,"","",https://www.cygn.al/wp-content/uploads/2022/09/September-Cygnal-National-Deck.pdf,80754,161953,9/22/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/14/2022,9/16/2022,Morning Consult,B,7947,lv,.05360884,.00395492,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80697,161660,9/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/15/2022,9/17/2022,Morning Consult,B,7947,lv,.05382171,.00436562,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80698,161661,9/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/16/2022,9/18/2022,Morning Consult,B,2005,rv,.04836886,.00427743,46,41,45.146218,41.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/09/20132545/2209125_crosstabs_POLITICO_RVs_v1_09-21-22_SH.pdf,80708,161797,9/21/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/16/2022,9/18/2022,Morning Consult,B,8430,lv,.05536083,.00489575,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80699,161662,9/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/16/2022,9/19/2022,Echelon Insights,B/C,1056,lv,.66498383,.08676843,49,44,46.870569,43.673985,"","",https://echeloninsights.com/in-the-news/september-omnibus-update-2022/,80705,161706,9/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/17/2022,9/19/2022,Morning Consult,B,7947,lv,.05433602,.00520284,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80818,162470,9/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/16/2022,9/19/2022,Premise,"",1703,a,.817255,.13830489,46,34,45.690272,37.929047,"","",https://projects.fivethirtyeight.com/polls/20220922_US_Premise.pdf,80748,161934,9/22/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/17/2022,9/20/2022,YouGov,B+,1318,rv,.36445846,.04072402,45.5,40.5,45.281726,43.772985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,80720,161800,9/21/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/3/2022,10/5/2022,SSRS,C,1198,lv,.79051742,.12256179,50,47,48.684276,45.809532,"","",https://www.cnn.com/2022/10/13/politics/cnn-poll-voter-preferences/index.html,81018,163270,10/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/18/2022,9/20/2022,Morning Consult,B,7947,lv,.05459991,.00562914,48,45,47.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80819,162471,9/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/19/2022,9/20/2022,Ipsos,B-,1004,a,.24673082,.03420342,34,33,38.259316,39.498069,"","",https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-09212022,80711,161835,9/21/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/18/2022,9/21/2022,ABC News/The Washington Post,A+,,lv,1.5207635,.28370467,46,51,45.573298,48.554063,"","",https://abcnews.go.com/Politics/biden-struggles-party-democrats-2024-poll/story?id=90427262,80801,162401,9/25/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/17/2022,9/22/2022,McLaughlin & Associates,C/D,1000,lv,.47469323,.06452625,44,48,43.377178,45.048764,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2022/09/National-Presentation-RELEASE-9-23-22-1.pdf,80773,162038,9/23/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/19/2022,9/21/2022,Morning Consult,B,7947,lv,.05487102,.00606155,47,45,46.146218,45.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80820,162472,9/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/18/2022,9/22/2022,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.4531436,.05545513,42,44,44.629948,41.630565,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_sep23,80765,161996,9/23/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/20/2022,9/21/2022,Emerson College,A-,1368,lv,1.2141665,.2097622,45.2,44.8,46.016518,43.602579,"","",https://emersoncollegepolling.com/september-national-poll-president-bidens-approval-at-year-high-56-of-voters-agree-the-pandemic-is-over/,80763,161992,9/23/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/20/2022,9/22/2022,Morning Consult,B,7947,lv,.05508601,.00650063,47,44,46.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80821,162473,9/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/15/2022,9/26/2022,Kaiser Family Foundation,"",1291,rv,1.4484531,.28923617,47,43,46.326894,43.5402,"","",https://www.kff.org/womens-health-policy/poll-finding/kff-health-tracking-poll-october-2022/,81025,163219,10/12/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/21/2022,9/23/2022,Morning Consult,B,7947,lv,.05530663,.00694695,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80822,162474,9/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/21/2022,9/23/2022,YouGov,B+,1954,lv,.4304613,.05757133,45,46,44.781726,49.272985,"","",https://www.cbsnews.com/news/house-republican-majority-opinion-poll-2022-09-25/,80802,162404,9/25/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/21/2022,9/23/2022,Big Village,B,821,rv,.61050264,.09399307,45.6,41.3,44.219525,42.724192,"","",https://engine-insights.com/blog/public-opinion-polling/,80768,162022,9/23/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/22/2022,9/24/2022,Morning Consult,B,7947,lv,.05558089,.00740053,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80823,162475,9/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/21/2022,9/25/2022,Monmouth University,A,750,rv,1.1993077,.24632709,45,47,44.290787,44.898204,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_100322/,80882,162737,10/3/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/20/2022,9/25/2022,Selzer & Co.,A+,563,lv,1.2878587,.28331572,46,42,45.720502,42.872293,"","",https://projects.fivethirtyeight.com/polls/Selzer_Grinnell_Sept22_Toplines.pdf,80835,162531,9/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/21/2022,9/27/2022,Susquehanna Polling & Research,B+,881,lv,1.0384034,.23058913,43,44,45.022184,44.740076,"","",https://www.realclearpolitics.com/docs/2022/Susquehanna_National_Sept_29th_2022.pdf,80875,162676,9/30/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/23/2022,9/25/2022,Morning Consult,B,9062,lv,.05887596,.00828633,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80824,162476,9/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/23/2022,9/25/2022,Morning Consult,B,2005,rv,.04997383,.00703342,45,43,44.146218,43.920013,"","",https://www.politico.com/f/?id=00000183-8173-d513-a19b-9bf741950000,80834,162528,9/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/23/2022,9/24/2022,Morning Consult,B,2005,rv,.04997383,.00703342,47,41,46.146218,41.920013,"","",https://morningconsult.com/2022/10/20/2022-midterm-election-campaign-ad-messaging-swing-voters-survey/,81138,163669,10/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/22/2022,9/26/2022,Navigator Research,B/C,997,rv,.50472457,.09715583,49,43,47.204817,43.721962,"","",https://navigatorresearch.org/wp-content/uploads/2022/10/Navigator-Toplines-09.27.2022.pdf,81006,163109,10/11/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/24/2022,9/25/2022,Morning Consult,B,2005,rv,.05036426,.00746116,46,41,45.146218,41.920013,"","",https://morningconsult.com/2022/10/20/2022-midterm-election-campaign-ad-messaging-swing-voters-survey/,81139,163672,10/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/24/2022,9/26/2022,Morning Consult,B,7947,lv,.05630014,.00834052,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80906,162760,10/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/23/2022,9/27/2022,YouGov,B+,1138,rv,.35172236,.05458839,45,41,44.781726,44.272985,"","",https://news.yahoo.com/poll-midterm-momentum-shifts-back-to-gop-as-inflation-fears-grow-151344613.html,80869,162647,9/29/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/16/2022,10/3/2022,Data for Progress,B,7380,lv,.97406179,.17036814,45,47,44.705512,44.980782,"","",https://www.filesforprogress.org/datasets/gcb/dfp_electoral_congressional_09_16_10_03_2022.pdf,80970,162996,10/7/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/25/2022,9/27/2022,Trafalgar Group,A-,1084,lv,.9202789,.18858819,45.6,51.3,47.200621,48.175686,"","",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/TRF-National-Opinion-Poll-Report-0928.pdf,80849,162603,9/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/25/2022,9/27/2022,Morning Consult,B,7947,lv,.05675811,.00883273,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80907,162761,10/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/24/2022,9/27/2022,YouGov,B+,1055,lv,.34285274,.05572246,46,47,45.781726,50.272985,"","",https://docs.cdn.yougov.com/r8e9fgqwcm/econTabReport.pdf,80841,162574,9/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/26/2022,9/28/2022,Morning Consult,B,7947,lv,.05722387,.00933561,49,44,48.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80908,162762,10/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/26/2022,9/27/2022,Ipsos,B-,1004,a,.2433166,.04733437,37,32,41.259316,38.498069,"","",https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-09282022,80831,162594,9/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/25/2022,9/29/2022,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.46830989,.08273114,44,45,46.629948,42.630565,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_sep30,80878,162679,9/30/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/27/2022,9/29/2022,Marist College,A,1562,rv,1.4719177,.36858994,46,44,44.590646,44.831767,"","",https://maristpoll.marist.edu/polls/bidens-job-approval-rating-the-midterm-elections/,80950,162947,10/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/26/2022,9/29/2022,NewsNation,"",1017,rv,.55989167,.11925769,44.8,43.79,46.152279,44.688378,"","",https://www.newsnationnow.com/polls/poll-voters-on-bidens-approval-holiday-shopping-inflation/,80919,162779,10/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/27/2022,9/28/2022,Morning Consult,B,2005,rv,.05161908,.00881147,45,42,44.146218,42.920013,"","",https://morningconsult.com/2022/10/20/2022-midterm-election-campaign-ad-messaging-swing-voters-survey/,81140,163675,10/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/27/2022,9/29/2022,Morning Consult,B,7947,lv,.05770285,.00984998,49,44,48.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80909,162763,10/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/28/2022,9/30/2022,Morning Consult,B,7947,lv,.05830851,.01038218,49,44,48.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80910,162764,10/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/29/2022,10/1/2022,Morning Consult,B,7947,lv,.05893136,.01092867,48,44,47.146218,44.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80911,162765,10/4/2022,18:59:21  7 Nov 2022
